Date,Source ,Text
21-Jul-22,Surrey Police (@SurreyPolice),"The family of Harry Dervan, 22, one of the young men killed following a two-vehicle collision on the A31 #Farnham bypass in the early hours of 6 July has paid #tribute to their son. Click on the link to read more: https://surrey.police.uk/news/surrey/news/2022/07/family-tribute-after-fatal-road-traffic-collision-in-farnham/"
21-Jul-22,National Highways: South-East (@HighwaysSEAST),"UPDATE - The scene is now clear and all lanes have re-opened on the #M25 clockwise between J8 #Reigate and J9 #Leatherhead following the earlier collision. Thank you for your patience, please have a safe onward journey."
21-Jul-22,National Highways: South-East (@HighwaysSEAST),Lanes 3 and 4 (of 4) are closed on the #M25 clockwise between J8 #Reigate and J9 #Leatherhead due to a collision. Traffic officers are dealing with a spillage at scene. Please allow plenty of extra journey time as there are several miles of congestion back to J9.
21-Jul-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Thursday 21st July 2022 @ 13:10 M25 Accident Report M25 clockwise between junctions J8 (Reigate) & J9 (Leatherhead) Lanes 3 & 4 closed Road traffic collision Expected to clear between 13:30 & 13:45 Two lanes closed
20-Jul-22,Australian Traffic Network WA (@GettrafficWA),Bayswater - collision in the right hand lane southbound Tonkin Highway at Guildford Road
19-Jul-22,BBC Sussex and Surrey Travel (@BBCSxSyTravel),"#REDHILL A23 LONDON ROAD BOTH DIRECTIONS BLOCKED queues due to earlier collision, between Carlton Road and Colesmead Road."
18-Jul-22,National Highways: South-East (@HighwaysSEAST),"Scene clear and all lanes reopened on the #M25 anti-clockwise between J9 (#Leatherhead) and J8 (#Reigate) following the earlier collision. There is still approx. 5.5 miles of congestion on approach, causing delays of 45 minutes above usual journey times."
18-Jul-22,West Yorkshire Police (@WestYorksPolice),"Update: Police name victim of fatal road traffic collision, Back Camberley Street, Beeston, Leeds on Thursday 7 July. He has been named as 5-year-old Abdullah Ebrahim, who sadly died following the collision. See family tribute and full appeal here - https://westyorkshire.police.uk/news-appeals/police-name-victim-fatal-road-traffic-collision-back-camberley-street-beeston-leeds"
18-Jul-22,National Highways: South-East (@HighwaysSEAST),"The #M25 anti-clockwise between J9 (#Leatherhead) and J8 (#Reigate), 2 lanes (of 4) are closed due to a collision. There is approx. 4 miles of congestion on approach, causing delays of 30 minutes above usual travel times."
18-Jul-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Monday 18th July 2022 @ 13:10 M25 Accident Report M3 westbound between junctions J2 (Gatwick M23) & J3 (Woking) Lane one closed Road traffic collision Expected to clear between 14:00 & 14:15 One lane closed M25 Congestion Report No Reported Congestion
17-Jul-22,Bucks LIVE NEWS (@SurreyLive_RBX),"This morning, Surrey Police were called to an (RTC) Road Traffic Collision in Guildford Town Centre. Ambulance attended and all patients are okay."
15-Jul-22,Yarra Trams (@yarratrams),Replying to @yarratrams Update 1.15am: Due to a car accident in Epsom Rd - Route 57 trams to West Maribyrnong divert via Moonee Ponds between Stop 20 Melrose St and Stop 37 Union Rd - Passengers may consider Upfield/Craigieburn line trains as an alternative.
15-Jul-22,Yarra Trams (@yarratrams),Due to a car accident in Epsom Rd - Route 57 trams to West Maribyrnong are delayed
14-Jul-22,HRECC Dispatch (@HRECC911),"Motor Vehicle Collision W/PI 7/14/2022 8:48AM District: SHA2 Addr: S. MAIN ST AND FARNHAM RD Sharon, MA 02067 22-33384"
14-Jul-22,Jambuster (@JambusterLondon),A406 North Circular Road (Eastbound) at the junction of Guildford Road - Lane one (of three) blocked due to a collision. traffic is moving slowly due to another incident #LondonTraffic
13-Jul-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Wednesday 13th July 2022 @ 17:10 M25 Accident Report M25 anticlockwise between junctions J9 (Leatherhead) & J8 (Reigate) Hard shoulder & lane 1 closed Road traffic collision Expected to clear between 18:30 & 18:45 One lane closed
12-Jul-22,Waverley Beat (Surrey Police),"We are appealing for witnesses following a collision between two vehicles in Farnham on Monday, 11 July. Find out more here: https://tinyurl.com/3wzm9bv3"
11-Jul-22,VicTraffic (@VicTraffic),"The right citybound lane is closed on Smithfield Road at Epsom Road, Flemington due to a collision. Emergency services are attending. Please merge safely and allow extra time with delays on the approach or try using Kensington Road instead. #victraffic"
10-Jul-22,BBC Radio London Travel (@BBCTravelAlert),"Severe delays #M25 Anticlockwise from before J8 #Reigate to J6 #Godstone after a collision + at J7 #M23, the exit slip is closed for roadworks."
10-Jul-22,National Highways: South-East (@HighwaysSEAST),"All lanes are now open on the #M25 anti-clockwise between J7 #Redhill and J6 #Godstone, following an earlier collision/overturned vehicle. There are currently 60 minute delays and 9 miles of congestion remaining on the approach to this earlier incident."
08-Jul-22,Stigmabase,NORTH (@StigmabaseN)
08-Jul-22,YappApp (@YappAppLtd),"Fatal road traffic collision involving a 5-year-child, in #Leeds hit-and-run. A five-year-old boy was involved in a collision with a black Nissan Note in Back Camberley Street, Beeston, at about 4.55pm yesterday."
08-Jul-22,West Yorkshire Police (@WestYorksPolice),"Police are appealing for witnesses following a fatal road traffic collision involving a child in Leeds. A five-year-old boy was involved in a collision with a black Nissan Note in Back Camberley Street, Beeston, at about 4.55pm yesterday."
07-Jul-22,National Highways: South-East (@HighwaysSEAST),Collision cleared and all lanes have now reopened on the #A3 southbound between the #A322 and #A31 near #Guildford. We are pleased to report there are no significant residual delays as a result of the earlier incident.
07-Jul-22,National Highways: South-East (@HighwaysSEAST),"The #A3 southbound between the #A322 and #A31 near #Guildford, lane 1 (of 2) is closed due to a collision. There is currently approx. 3 miles of congestion on approach, causing delays of 35 minutes above usual journey times."
07-Jul-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Thursday 7th July 2022 @ 08:30 M25 Accident Report M23 northbound between junctions J9 (Gatwick Airport) & J8 (Reigate) Lane one is closed Road traffic collision Expected to clear between 09:15 & 09:30 One lane closed
06-Jul-22,Hampshire Live (@HampshireLive),Police are appealing for witnesses following a fatal two-vehicle collision on the A31 Farnham bypass
06-Jul-22,@godalmingtc,The A31 Farnham Bypass in Surrey remains closed in both directions due to a road traffic collision. Contractors wonít be able to attend the site until after 4pm. Surrey County Council will be updating their http://one.network map & sending out info via social media
06-Jul-22,Surrey RoadSafe (@SurreyRS),"@SurreyPolice are appealing for witnesses following a devastating fatal collision on the #Farnham bypass in the early hours of this morning If you able to assist please contact them quoting P22140500 on webchat, via 101 or in the link below. https://surrey.police.uk/news/surrey/news/2022/07/witness-appeal-after-fatal-road-traffic-collision-in-farnham/"
06-Jul-22,Surrey Police (@SurreyPolice),"We are appealing for witnesses following a two-vehicle collision on the A31 Farnham bypass in the early hours of today (6 July). The collision, involving a Polo and a Mercedes, took place between the Coxbridge roundabout and the Weydon Lane junction at around 1am this morning."
06-Jul-22,Hampshire & Portsmouth Live Incidents (@LiveIncidents),Police are appealing for witnesses following a two-vehicle collision on the A31 Farnham bypass in the early hours of today (6 https://hampshireincidents.co.uk/police-are-appealing-for-witnesses-following-a-fatal-collision/
06-Jul-22,Hampshire Live (@HampshireLive),Two dead in A31 traffic collision which closed roads into Farnham near Hampshire
06-Jul-22,Surrey Police (@SurreyPolice),"We are appealing for witnesses following a two-vehicle collision on the A31 Farnham bypass in the early hours of today (6 July). The collision, involving a Polo and a Mercedes, took place between the Coxbridge roundabout and the Weydon Lane junction at around 1am this morning."
06-Jul-22,Surrey Police (@SurreyPolice),"The A31 near Farnham between the Coxbridge roundabout and Weydon Lane junction, is currently closed in both directions as officers sadly deal with a fatal road traffic collision that happened in the early hours of this morning (6 July). 1/2"
06-Jul-22,SurreyLive (@surreylive),The A31 Farnham Bypass in Surrey has been closed in both directions due to a road traffic collision involving two vehicles
05-Jul-22,Gordon's School Estates Dept (@GordonsPSD),"A big 'thank you' to @SurreyRoadCops, @SurreyPolice, @SurreyFRS, @RBFRSofficial and @SECAmbulance for their professionalism and compassion at the scene at the collision on Guildford Road, Bisley, this morning where two of our colleagues were involved @GordonsSch"
01-Jul-22,National Highways: South-East (@HighwaysSEAST),"There is now a collision involving 4 vehicles at this location. @SurreyRoadCops are in attendance. Both lanes are blocked northbound on the #A3 within the #A325 junction (near #Guildford), however traffic is slowly managing to pass the scene. There's 2 miles of congestion."
30-Jun-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Thursday 30th June 2022 @ 17:10 M25 Accident Reports M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lane one closed Road traffic collision Expected to clear between 17:30 & 17:45 One lane closed
28-Jun-22,SloughWindsorExpress (@ExpressSeries),Firefighters from Slough fire station were called to the scene of a collision in Farnham Lane on Tuesday afternoon.
28-Jun-22,National Highways: South-East (@HighwaysSEAST),"If you're heading #M25 anti-clockwise, please be aware 2 (of 4) lanes remain closed at J8 (#Reigate) for ongoing collision clear-up work. There is approx. 7 miles of congestion on approach to the incident. Please allow an extra 50 minutes on to your current journey time."
28-Jun-22,News Radio UK (@NewsRadioUK),The M25 is closed at Junction 8 (Reigate) due to a collision. > http://lsn.to/news
28-Jun-22,National Highways: South-East (@HighwaysSEAST),Delays are now over 2 hours on the #M25 anti-clockwise at J8 #Reigate. The road is closed due to a collision and traffic is being diverted off at the exit slip and back on at the entry slip (up and over). Congestion is back to J9 approx. 6 miles.
28-Jun-22,National Highways: South-East (@HighwaysSEAST),Delays of over an hour on the #M25 anti-clockwise at J8 #Reigate. The road is closed due to a collision and traffic is being diverted off at the exit slip and back on at the entry slip (up and over). Congestion is back to J9.
27-Jun-22,The ëFewí (@TomSyvret),Quite apart from the fact that many have given up trying to use GPs and go straight to A & E is it definitely so much worse? I remember taking a car accident victim (with the help of a copper) to Guildford hospital (because no ambulances could be found) in 1973 and it was mayhem
27-Jun-22,spiked (@spikedonline),"NHS emergency care is overwhelmed. Record numbers are calling 999. Ambulances are taking far too long to reach victims of strokes and heart attacks. This cannot go on, write @carlheneghan and Tom Jefferson"
27-Jun-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Monday 27th June 2022 @ 17:10 M25 Accident Reports M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lane one closed Road traffic collision Expected to clear between 17:45 & 18:00 One lane closed
27-Jun-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Monday 27th June 2022 @ 08:50 M25 Accident Reports M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lanes 3 & 4 closed Road traffic collision Expected to clear between 09:30 & 09:45 Two lanes closed
26-Jun-22,National Highways: South-East (@HighwaysSEAST),"Our friends @SurreyRoadCops advise the scene of the earlier collision on the #A3 #Guildford Bypass has been cleared, all lanes are now open and the delays have cleared."
26-Jun-22,National Highways: South-East (@HighwaysSEAST),Reports of a multi-vehicle collision on the #A3 northbound at the Cathedral junction near #Guildford. @SurreyRoadCops on scene dealing. 4 miles of heavy congestion and 30+ min delay. Traffic is managing to get past scene but very slowly.
23-Jun-22,Iain ???? ??????????????????????????????? (@harding_iain),"When I was 19, I was drinking with friends in the Three Pigeons pub in Guildford. There was a loud bang. We thought car accident but all the soldiers in the pub immediately ran out. The Horse and Groom had just been blown up. 5th October 1974."
22-Jun-22,Reigate and Banstead Beat (Surrey Police) (@ReigateBeat),A217 #Reigate Hill is currently #closed from J8 to Reigate Town for a 2 vehicle collision. HEMS are on scene and we will attempt to get the road open as soon as possible. Please find alternative routes.
22-Jun-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Tuesday 22nd June 2022 @ 08:30 M25 Accident Reports M25 clockwise between junctions J10 (Guildford) & J11 (Chertsey) Hard shoulder & lane 1 closed Road traffic collision Expected to clear between 09:00 & 09:15 One lane closed
20-Jun-22,National Highways: South-East (@HighwaysSEAST),UPDATE - All lanes are now open on the #M25 between J7 #Redhill/M23 and J8 #Reigate following a collision. Please allow extra time for delays to clear if travelling in the area. Thank you for your patience. Have a safe onward journey
20-Jun-22,National Highways: South-East (@HighwaysSEAST),"Lanes 2,3 and 4 are closed on the #M25 between J7 #Redhill/M23 and J8 #Reigate due to a collision. Police and National Highways Traffic Officers are currently on scene. Please allow extra time if travelling in the area as delays beginning to build on approach to the incident."
17-Jun-22,RobbieC...??û???????? (@dahontr3),"#BirdyBike at last, replaced the bike written off in the 2018 collision. Very comfy ride reacquainting myself with this kind of bike, around Woking (bike shop in Chobham)."
16-Jun-22,National Highways: South-East (@HighwaysSEAST),"Collision cleared and all lanes have now reopened on the #M25 anti-clockwise between J11 (#Woking) and J10 (#Guildford). There is approx. 4 miles of congestion on approach, please allow extra time for these delays to clear."
16-Jun-22,National Highways: South-East (@HighwaysSEAST),"The #M25 anti-clockwise between J11 (#Woking) and J10 (#Guildford), 3 lanes (of 4) are closed due to a collision. There is approx. 3 miles of congestion on approach, please allow extra time for your journey."
13-Jun-22,Cool 100.1 FM (@cool100fm),Traffic note - serious two-vehicle collision at Highway 62 and Farnham Road in Belleville. Reportedly happened around 3:30 pm. The road is blocked southbound and there is debris all over the road. No word yet on injuries. Ambulance on scene.
13-Jun-22,95.5 Hits FM (@955hitsfm),Traffic note - serious two-vehicle collision at Highway 62 and Farnham Road in Belleville. Reportedly happened around 3:30 pm. The road is blocked southbound and there is debris all over the road. No word yet on injuries. Ambulance on scene.
13-Jun-22,InQuinte.ca (@InQuinteNews),Traffic note - serious two-vehicle collision at Highway 62 and Farnham Road in Belleville. Reportedly happened around 3:30 pm. The road is blocked southbound and there is debris all over the road. No word yet on injuries. Ambulance on scene.
13-Jun-22,Candy Carriers - Transport Services in Kent (@CandyCarriers),Monday 13th June 2022 @ 08:50 M25 Accident Reports M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lane four closed Road traffic collision Expected to clear between 09:45 & 10:00 One lane closed
11-Jun-22,d&dfhs (@danddfhs),"Continuing about Mike Hawthorn. On 22 January 1959, only three months into his retirement, Hawthorn died in a car accident on the A3 Guildford bypass while driving his comprehensively modified 1958 Jaguar 3.4-litre saloon."
10-Jun-22,Australian Traffic Network WA (@GettrafficWA),Bassendean - collision involving bus all directions Lord Street at Guildford Road
08-Jun-22,National Highways: South-East (@HighwaysSEAST),UPDATE - All lanes are now open on the #M25 anti-clockwise between J11 #Woking and J10 #Guildford following a collision. Delays of 20 mins remain and approx. 5 miles of congestion. Please allow extra time for delays to clear. Thank you for your patience.
08-Jun-22,National Highways: South-East (@HighwaysSEAST),Lanes 1 and 2 are closed on the #M25 anti-clockwise between J11 #Woking and J10 #Guildford due to a collision. National Highways Traffic Officers are en-route to scene. Please allow extra time if travelling in the area.
04-Jun-22,nigel cokell (@NCokell),What a car crash that was at the start of the first race at Epsom. Hope Buick is none the worse ??
03-Jun-22,BBC Radio Surrey (@BBCSurrey),One person has died and two others have been hurt in a two-car crash on the A3 in Guildford. Surrey Police said it responded to numerous reports one of the cars was travelling the wrong way on the northbound carriageway before the collision at about 2.50am.
03-Jun-22,BBC South East (@bbcsoutheast),One person has died and two others have been hurt in a two-car crash on the A3 in Guildford. Surrey Police said it responded to numerous reports one of the cars was travelling the wrong way on the northbound carriageway before the collision at about 2.50am.
03-Jun-22,UK News in Pictures (@uknip247),"A woman was killed in an accident on the A3 in Guildford earlier this morning (3 June) Around 2.50 a.m., a two-vehicle collision occurred near the Stoke slip road."
03-Jun-22,Guildford Beat (Surrey Police),A woman has sadly died following a 2 vehicle collision on A3 nr Stoke slip rd in #Guildford 2.50am today 3/6. Rd fully reopened after being closed for several hours. DM us w/info or dashcam footage ref PR/45220058537
03-Jun-22,Surrey Police (@SurreyPolice),A woman has sadly died following a 2 vehicle collision on the A3 nr Stoke slip rd in #Guildford 2.50am today 3/6. Rd fully reopened after being closed for several hours. DM us w/info or dashcam footage ref PR/45220058537
03-Jun-22,Guildford Beat (Surrey Police),Did you witness serious collision on A3 nr Stoke slip rd in #Guildford 2.50am today 3/6? Silver Mercedes was seen driving wrong way on n/b carriageway and then collided w/vehicle traveling in correct direction. DM us w/info/dashcam footage ref PR/45220058537.
03-Jun-22,Surrey Police,Did you witness serious collision on A3 nr Stoke slip rd in #Guildford 2.50am today 3/6? Silver Mercedes was seen driving wrong way on n/b carriageway and then collided w/vehicle traveling in correct direction. DM us w/info/dashcam footage ref PR/45220058537.
03-Jun-22,"LKJ News Reporter also founder, CEO Jaggar Street (@ladyjaggar)",Breaking News from @UKNIP247 A3 near Guildford closed in both direction following life changing serious collision.
03-Jun-22,National Highways: South-East,UPDATE The southbound carriageway is now OPEN on the #A3 in #Surrey between the #A322 near #Guildford and the #A320. The Northbound carriageway remains CLOSED for @SurreyPolice to conduct collision investigation works. Further details: Link.
03-Jun-22,National Highways: South-East,The #A3 in #Surrey remains closed in both directions between the #A322 near #Guildford and the #A320 due to a serious collision involving 2 vehicles. @SurreyPolice collision investigation works will be ongoing throughout the morning. Further details: Link.
03-Jun-22,News Radio UK,The A3 in Surrey is closed in both directions between the A322 (Guildford) and the A320 due to a serious collision involving two vehicles. Tweet Link
03-Jun-22,National Highways: South-East,The A3 in Surrey is CLOSED both ways between the A322 near Guildford and the A320 due to a serious collision involving 2 vehicles. SurreyRoadCops are in attendance. The road is expected to be closed throughout the morning. Tweet Link
03-Jun-22,UK News in Pictures(@UKNIP247),A3 near Guildford closed in both direction following life-changing serious collision. Tweet Link
03-Jun-22,Surrey Police,"Please be aware that we are currently dealing with a collision on the Northbound carriageway of the A3 at the Stoke slip road into Guildford. The A3 is closed in both directions, so please avoid the area if you can. (Twitter link not provided)"
31-May-22,Luke Meyers,@dt808traffic multiple car accident Redhill eastbound (Twitter link not provided)
29-May-22,Dr Headgear,"Yeah, though it's a bit banged up - from a collision at a roundabout in Guildford that's still a notorious danger spot. They've got some early pics & trophies from his Dublin days - I'll send them on to you when I get them if you like - and thanks again for the help ?? (Twitter link not provided)"
27-May-22,Candy Carriers - Transport Services in Kent,Friday 27th May 2022 @ 13:10 (Twitter link not provided)
25-May-22,VicTraffic,The left lane is closed westbound on Maribyrnong Road at Epsom Road due to a collision. Emergency services are attending. Epsom Road is also blocked southbound at the intersection. Please follow the direction of @VictoriaPolice. #victraffic (Twitter link not provided)
24-May-22,National Highways: South-East,All lanes are now open on the M25 clockwise between J8 Reigate and J9 Leatherhead following an earlier collision. Thank you for your patience. Have a safe onward journey.
23-May-22,Candy Carriers - Transport Services in Kent,"Monday 23rd May 2022 @ 17:05 M25 Accident Reports M25 clockwise between junctions J8 Reigate & J9 Leatherhead Hard shoulder, lanes 1 & 2 closed Road traffic collision Expected to clear between 19:45 & 20:00 Two lanes closed"
23-May-22,National Highways: South-East,"Lanes 1 and 2 (of 4) remain closed on the M25 clockwise between J8 Reigate and J9 Leatherhead due to a collision. Recovery is complete; however, lanes remain closed for infrastructure assessments following a spillage. There are delays of 20 mins above profile on the approach."
23-May-22,Candy Carriers - Transport Services in Kent,"Monday 23rd May 2022 @ 13:10 M25 Accident Reports M25 clockwise between junctions J8 Reigate & J9 Leatherhead Hard shoulder, lanes 1 & 2 closed Road traffic collision Expected to clear between 15:30 & 15:45 Two lane closed"
23-May-22,Sussex News - Breaking news for Sussex,"Lanes 1 and 2 (of 4) are closed on the M25 clockwise between J8 Reigate and J9 Leatherhead due to a collision. Emergency services are in attendance, please take care on the approach. There are long delays of at least 40 minutes above usual journey times. @SussexTW"
23-May-22,National Highways: South-East,"Lanes 1 and 2 (of 4) are closed on the M25 clockwise between J8 Reigate and J9 Leatherhead due to a collision. Emergency services are in attendance, please take care on the approach. There are long delays of at least 40 minutes above usual journey times."
23-May-22,Live Traffic Sydney,GUILDFORD: 2 of 3 northbound lanes closed on Woodville Rd at Guildford Rd due to a 2-car crash. Allow extra travel time.
22-May-22,BBC Radio London Travel,"Re:?M25 Anticlockwise stays shut between J10 A3 Wisley and J8 Reigate following a serious collision. -Long delays Anticlockwise. -Slow A3 towards Hook + A25 into Reigate. -A separate car fire before the scene, is extinguished but the release of trapped traffic is paused."
22-May-22,BBC Radio London Travel,Re:?M25 Anticlockwise is shut between J10 A3 Wisley and J8 Reigate after a serious collision. -M25 Clockwise has reopened with delays to J7. -Trapped traffic is being released via the hard shoulder. -Expect long delays in the area.
22-May-22,National Highways: South-East,"The M25 in Surrey is now CLOSED anti-clockwise between J10 (for A3, Guildford) and J8 (Reigate) due to a serious collision. The anti-clockwise carriageway is also still blocked at this time."
22-May-22,BBC Radio London Travel,?M25 is blocked both ways between J9 Leatherhead and J8 Reigate following a serious collision. Traffic is being held each way for LDNairamb to land. Expect long delays.
22-May-22,National Highways: South-East,Traffic has been STOPPED in both directions on the M25 in Surrey between J9 Leatherhead and J8 Reigate to allow an Air Ambulance to attend a serious collision. Long delays building both ways. Updates to follow.
20-May-22,National Highways: South-East,Lanes 3 and 4 have reopened on the M25 anti-clockwise between J8 Reigate and J7 M23 following an earlier collision. There are still 2-hour delays above normal travel time due to the lane 1 and 2 closure between J6 and J5. Collision investigation is taking place.
20-May-22,National Highways: South-East,Lanes 3 and 4 are closed due to an additional multi-vehicle collision on the M25 anti-clockwise between J8 Reigate and J7 M23. There is now 12.5 miles of congestion back towards J9 from J6 causing 2-hour delays above normal travel time. Traffic officers are on the scene.
19-May-22,National Highways: South-East,"All lanes are now open on the A3 southbound between A322 and A31, near Guildford, following an earlier collision. Delays are easing, now less than 10 minutes above normal, on the approach."
19-May-22,National Highways: South-East,"A3 southbound between A322 and A31, near Guildford. There are reports of a collision and a broken-down vehicle closing 1 lane. Surrey Police are at the scene. Delays of 30 minutes. 4 miles of congestion on the approach."
19-May-22,National Highways: South-East,All lanes are now open on the M3 westbound between J2 (M25) and J3 (Bracknell / Woking) following an earlier collision. Delays of 15 minutes and just under 3 miles of congestion remain on the approach.
19-May-22,Candy Carriers - Transport Services in Kent,M25 Accident Reports - M3 westbound between junctions J2 (Gatwick M23) & J3 (Woking). Lanes 1 & 2 closed. Road traffic collision. Expected to clear between 15:00 & 15:15. Two lanes closed.
19-May-22,National Highways: South-East,Lanes 1 and 2 are closed on the M3 westbound between J2 (M25) and J3 (Bracknell / Woking) due to a collision. There are currently delays of 25 minutes and approximately 3 miles of congestion.
14-May-22,Norman Brennan,"BREAKING NEWS; 17yr Boy dead in a horrific car crash, 3 others Injured, one seriously, near Leatherhead; so often somewhere in Britain thereís such a crash most weekends. Tragic."
14-May-22,BBC Radio Surrey,A teenager has died and three more people have been seriously injured in a car crash near Leatherhead.
14-May-22,BBC South East,A teenager has died and three more people have been seriously injured in a car crash near Leatherhead.
12-May-22,Australian Traffic Network WA,Bayswater - collision in the left-hand lane northbound Tonkin Highway near Guildford Road.
08-May-22,Jamaica Observer,"One man is dead, and at least three people hospitalized following a two-vehicle collision in Hanover on Saturday afternoon. The crash reportedly occurred on the Esher main road in the vicinity of the Esther Primary School's entrance."
06-May-22,Candy Carriers - Transport Services in Kent,Friday 6th May 2022 @ 08:45 - M25 Accident Reports - M25 clockwise between junctions J9 (Leatherhead) & J10 (Guildford). Road traffic collision. There are lane closures.
04-May-22,Candy Carriers - Transport Services in Kent,Wednesday 4th May 2022 @ 17:10 - M25 Accident Reports - M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23). Road traffic collision. Expected to clear between 18:00 & 18:15. There are lane closures.
04-May-22,Candy Carriers - Transport Services in Kent,Wednesday 4th May 2022 @ 17:10 - M25 Accident Reports - M3 eastbound between junctions J4 (Guildford) & J3 (Woking). Lane one closed. Road traffic collision. Expected to clear between 17:30 & 17:45. One lane closed.
04-May-22,Candy Carriers - Transport Services in Kent,Wednesday 4th May 2022 @ 17:10 - M25 Accident Reports - M3 westbound between junctions J2 (Gatwick M23) & J3 (Woking). Road traffic collision. Expected to clear between 19:30 & 19:45. All lanes are closed.
04-May-22,Epsom and Ewell Times,Man injured in car crash at Epsom General Hospital.
04-May-22,Radio Jackie News,A man is being treated for serious injuries after a collision in the car park of Epsom Hospital https://bit.ly/3w4X0HE
03-May-22,Belleville Police Service - Traffic Safety Unit,The @BLVLPolice and @BlvlTsu are on the scene of a serious motor vehicle collision on Farnham RdÖ Road closures are in effect from Oakwood Ln and Cannifton Rd. Please avoid the area. @BellevilleON
03-May-22,Surrey Police,"We are appealing for witnesses after a serious injury traffic collision in the car park of Epsom General Hospital this afternoon (Tuesday, 3 May): https://surrey.police.uk/news/surrey/news/2022/05/serious-collision-in-epsom-hospital-car-park---did-you-see-anything/"
03-May-22,Chris Hilliard,"He was a rescue dog from the RSPCA down near Woking. He was found with his brother who had lost a leg due to a car accident. The brother had been rehomed. He is about five now, I guess. How old is yours? They are so similar!"
27-Apr-22,Australian Traffic Network WA,Mount Lawley - collision in the left-hand lane citybound Guildford Road at Third Avenue East
27-Apr-22,Australian Traffic Network WA,Bassendean - collision in the left-hand lane citybound Guildford Road at Collier Road
25-Apr-22,BBC Radio London Travel,Re: #A243 Leatherhead Rd Northbound delays + a minor collision have cleared.
25-Apr-22,BBC Radio London Travel,"The #A243 Leatherhead Road is queueing northbound from the M25 to Chessington, and there's a minor collision at the Malden Rushett crossroads, adding to the delays"
25-Apr-22,Live Traffic Sydney,GUILDFORD: 1 of 2 northbound lanes of Woodville Rd is closed at Oxford St due to a car crash. Allow extra travel time.
22-Apr-22,Candy Carriers - Transport Services in Kent,M25 anticlockwise between junctions J9 (Leatherhead) & J8 (Reigate). Lanes 3 & 4 closed due to a road traffic collision.
22-Apr-22,National Highways: South-East,"2 lanes (of 4) are closed on the #M25 anti-clockwise in #Surrey between J9 (#Leatherhead) and J8 (#Reigate) due to a collision involving 4 cars. Our Traffic Officers are en-route to the scene. There's a 25-minute delay on approach, with 5 miles of congestion."
22-Apr-22,National Highways: South-East,"#Surrey please be aware lanes 2, 3 & 4 (of 4) are closed on the #M25 anti-clockwise between J10 #A3 #Cobham & J9 #Leatherhead due to a collision. There is currently approx. 5 miles of congestion from J11 #Addlestone adding at least 30 minutes to normal journey times."
21-Apr-22,National Highways: South-East,2 lanes are closed on the #M3 eastbound between J3 #Woking and J2 (#M25) following a collision. There is about 3 miles of congestion which is likely to add around 30 minutes to normal journey times.
20-Apr-22,Australian Traffic Network WA,Guildford - collision in the right-hand lane eastbound James Street at Great Eastern Highway.
20-Apr-22,Candy Carriers - Transport Services in Kent,M25 anticlockwise between junctions J11 (Chertsey) & J10 (Guildford). Lanes 3 & 4 closed due to a road traffic collision. Expected to clear between 09:00 & 09:15. Two lanes closed.
14-Apr-22,rattanjournalist,Serious collision in Surreyís Guildford leads to road closures.
11-Apr-22,National Highways: South-East,"Vehicles involved in the collision are now on the hard shoulder, and all lanes have re-opened on the #M25 clockwise between J7 (for the #M23) and J8 (#Reigate). There's a 40-minute delay on approach to the area, so please allow plenty of extra journey time."
11-Apr-22,National Highways: South-East,1 lane (of 4) is closed on the #M25 clockwise between J7 (for the #M23) and J8 (#Reigate) due to a multi-vehicle collision. Our Traffic Officers are en-route to the scene. There's just over 2 miles of congestion on approach at this time.
10-Apr-22,Roads Policing - Surrey Police - UK,"Those who witnessed the collision outside McDonald's in Camberley today, we kindly asked them to delete any footage recorded of the driver receiving medical treatment. The driver is well and conveyed to the hospital for minor injuries only."
10-Apr-22,Tom ????,"Replying to @JonathanLord Hi Jonathan, we are Woking residents and are hosting a Ukrainian family, the delays and process are horrible, we have no faith that the system will allow them to enter the UK. The process is a slow-motion car crash that will result in huge trauma for those who delayed in leaving."
08-Apr-22,National Highways: South-East,"Update: All lanes are now open on the #M25 anti-clockwise between J10 (#A3) and J9 (#Leatherhead) following an earlier collision. There is congestion of 5 miles following this incident, causing delays of 20 mins above the normal journey time. Please allow time for delays to clear."
08-Apr-22,National Highways: South-East,"Lane 2 is now open. Only lane 1 (of 4 lanes) remains closed on the #M25 anti-clockwise between J10 (#A3) and J9 (#Leatherhead) following a collision between a car and a lorry. Delays are starting to ease. 6 miles of congestion, 30-minute delays."
